grade,sqft_above,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_basement,yr_built,zipcode
10,1720,798800,3,2.75,2670,3738,1,950,2013,98056
9,1170,482500,2,2.5,1170,809,2,0,2007,98103
9,3260,820000,4,2.5,3260,26772,2,0,2007,98027
7,1480,319000,3,1.5,1480,1722,3,0,2007,98125
9,2700,950000,3,2.5,2700,6947,2,0,2013,98056
10,4640,1.27E+06,4,3.5,4640,13404,2,0,2007,98059
7,1536,378000,3,2.5,1601,2491,3,65,2007,98125
11,3040,3.35E+06,5,3.75,5350,15360,1,2310,2008,98004
8,2540,489950,3,2.5,2540,5237,2,0,2011,98118
7,765,345000,2,1.75,1030,1106,2,265,2006,98136
8,2730,510000,3,2.5,2730,7136,2,0,2012,98198
8,3172,432500,4,2.5,3172,5033,2,0,2014,98023
9,3160,650000,4,2.5,3160,8530,2,0,2006,98059
9,2850,750000,4,2.5,2850,12429,2,0,2008,98033
8,2120,870000,4,3.5,2780,3100,2,660,2014,98117
10,3860,900000,4,3.5,3860,6543,2,0,2014,98075
10,780,664950,2,1.75,1180,900,2,400,2014,98102
7,1290,391000,3,2.25,1410,1290,2,120,2004,98027
12,6370,1.80E+06,4,3.5,6370,205603,2,0,2008,98027
9,3223,479349,5,3,3223,6371,2,0,2014,98042
8,2150,661000,4,3.25,2600,2074,2,450,2011,98027
8,1380,379000,3,3.25,1380,1234,3,0,2006,98103
8,1540,415000,3,2.25,1620,998,2.5,80,2010,98027
8,1370,375000,3,3.25,1370,1227,3,0,2007,98103
8,1220,355000,3,2,1220,1186,3,0,2007,98103
8,1280,540000,3,2.5,1280,1889,3,0,2009,98105
7,770,290000,2,1.5,770,850,2,0,2006,98116
8,1210,500000,3,2.5,1210,1200,3,0,2008,98103
8,2890,416000,4,2.5,2890,6322,2,0,2011,98038
8,1580,349900,3,2.5,1580,2765,2,0,2011,98126
9,1050,465000,3,2.25,1530,1245,2,480,2014,98122
10,3670,950000,4,2.5,3670,7680,2.5,0,2007,98029
8,1850,496800,4,2.25,1850,2340,2.5,0,2014,98126
8,2440,680000,4,2.5,2440,6581,2,0,2014,98133
9,1540,920000,4,3.25,2190,4265,2,650,2015,98122
10,4360,1.29E+06,5,4,4360,8030,2,0,2015,98075
9,3990,825000,4,2.75,3990,6637,2,0,2003,98053
7,1270,292000,3,2.5,1270,1283,3,0,2007,98125
8,3340,576000,4,2.5,3340,6924,2,0,2009,98059
8,1500,670000,2,2,1500,761,3,0,2008,98103
9,2480,953007,4,3.5,3120,5086,2,640,2008,98115
8,2480,399000,4,2.5,2480,4334,2,0,2012,98038
7,980,399000,2,2,1110,1155,3,130,2008,98136
10,2760,847093,4,2.75,2760,5670,2,0,2014,98075
8,1510,599950,3,2.5,1510,1493,3,0,2014,98107
8,1180,499000,3,2.5,1460,1614,2,280,2007,98117
9,3980,760000,4,2.75,3980,285318,2,0,2006,98045
10,3320,1.70E+06,4,3.75,3320,8234,2,0,2014,98004
9,3110,1.03E+06,4,3.25,3270,5187,2,160,2014,98052
9,2670,515000,4,2.5,2670,8765,2,0,2006,98059
7,1290,355000,3,2.25,1410,1332,2,120,2004,98027
7,2475,319900,4,2.75,2475,4000,2,0,2014,98002
8,1240,460000,3,3.5,1600,1431,2,360,2006,98117
7,1290,305000,2,1,1290,3383,2,0,2008,98053
8,1608,280000,3,2.5,1608,4818,2,0,2012,98092
8,1010,394950,2,2.25,1300,2104,2,290,2011,98136
8,1850,382000,4,3.5,2530,3000,2,680,2014,98146
8,1390,560000,3,2.5,1390,1411,3,0,2008,98103
8,1640,772000,3,2.25,1640,1204,3,0,2014,98112
7,2229,324950,4,2.5,2229,5723,2,0,2012,98032
8,1790,530000,3,2.5,1790,3078,2,0,2010,98027
8,880,384000,3,2.25,990,736,2.5,110,2009,98105
10,3240,719950,5,2.75,3240,6863,2,0,2013,98056
8,1060,319950,2,2.5,1280,819,2,220,2006,98103
8,1610,292000,3,2.5,1610,3848,2,0,2006,98055
10,2410,1.50E+06,6,3.5,3670,3959,2,1260,2008,98119
8,1150,425000,2,2.5,1150,1027,3,0,2008,98103
9,2780,799950,5,3.75,3760,4702,2,980,2014,98034
8,990,499000,2,2.5,1320,1157,2,330,2014,98107
9,2700,572000,4,2.75,2700,7992,2,0,2012,98059
8,1480,459000,2,2,1480,804,3,0,2008,98122
9,1410,529500,3,2.25,1410,905,3,0,2014,98116
9,3135,374500,4,2.5,3135,5811,2,0,2005,98092
8,1280,584000,3,2.5,1480,1485,2,200,2007,98102
10,4020,1.90E+06,4,4.5,4020,9656,2,0,2007,98004
8,940,505000,2,2.25,1060,1209,2,120,2006,98102
8,1950,565000,2,2.5,1950,2457,3,0,2009,98144
9,3340,799000,4,2.75,3340,5677,2,0,2011,98052
9,1240,547000,3,2.5,1570,1452,2.5,330,2007,98199
7,1930,550000,3,2.5,1930,6604,2,0,2014,98166
7,1060,250000,3,2,1590,8100,1,530,1996,98038
10,3720,960000,4,4.5,3720,7746,2,0,2014,98034
11,3230,2.95E+06,4,4.25,4470,5884,2,1240,2010,98199
7,1030,441000,2,1,1290,1289,2,260,2005,98144
7,1489,265000,3,2.25,1489,2800,2,0,2012,98002
7,2075,430000,3,2.5,2075,39553,1,0,2012,98038
8,1413,286800,3,2.5,1413,3600,2,0,2011,98031
8,880,375000,3,2.5,1300,1362,2,420,2008,98144
8,1180,312500,3,3.25,1480,983,2,300,2013,98106
9,3320,850000,4,2.75,3320,5559,2,0,2012,98075
7,1116,390500,3,2.25,1530,1279,2,414,2007,98177
8,1180,455000,3,2.5,1180,932,3,0,2010,98119
8,800,455000,2,2,1190,1303,2,390,2009,98107
8,1300,515000,3,2.25,1300,1180,3,0,2008,98103
7,1400,362500,3,3.5,1710,2212,2,310,2013,98126
9,2390,460000,3,2.5,2390,47480,2,0,2007,98058
8,2750,540000,4,3.5,3510,6005,2,760,2010,98065
8,1140,230000,3,1.75,1140,1165,2,0,2014,98108
8,1180,425000,2,2.5,1320,1329,2,140,2007,98107
8,1200,298450,5,3,2100,9752,1,900,2007,98003
8,2400,344000,4,2.5,2400,4848,2,0,2004,98038
8,1408,416286,3,2.5,1408,989,3,0,2005,98115
8,2560,379500,4,2.5,2560,5102,2,0,2013,98092
8,1260,350000,2,2.5,1260,1347,3,0,2005,98103
8,1290,258800,2,1.75,1290,1624,2,0,2014,98106
8,2730,620000,4,2.5,2730,9260,2,0,2008,98133
7,1280,295000,2,2.5,1630,1368,2,350,2009,98106
10,3530,908990,4,2.75,3530,6844,2,0,2014,98075
9,2714,485230,4,2.5,2714,12558,2,0,2014,98031
7,1630,475000,3,2.25,1630,2520,2,0,2005,98029
10,4430,1.24E+06,5,3.25,5790,13726,2,1360,2014,98006
8,1850,635000,3,3,2230,1407,2.5,380,2013,98027
9,1160,350000,3,2.5,1380,1590,2,220,2012,98126
8,1320,345000,3,3.5,1320,1161,3,0,2010,98125
9,1490,700000,2,2,1490,713,3,0,2014,98109
8,1080,490000,3,2.25,1280,1520,2,200,2008,98107
10,3870,1.30E+06,5,4,3870,5929,2,0,2014,98052
8,1080,579000,2,2.5,1280,1051,2,200,2009,98119
8,1120,552500,3,1.5,1300,1435,2,180,2007,98122
8,2170,467000,4,2.75,2170,5024,2,0,2012,98059
8,1763,305000,4,2.25,1763,3717,2,0,2012,98031
7,1020,212000,2,1.5,1020,1525,2,0,2004,98133
7,1840,429000,4,2.5,1840,4593,2,0,2010,98053
9,1820,479950,3,2,1820,1358,3,0,2014,98126
9,1870,825000,3,3.5,2670,3000,2,800,2014,98117
11,4840,1.18E+06,6,6.5,6260,10955,2,1420,2007,98075
7,1400,250000,3,2.25,1400,3814,2,0,2012,98042
7,1160,289000,2,1.5,1160,2158,2,0,1982,98034
7,1400,265000,3,2.5,1400,3368,2,0,2013,98146
7,1232,344000,3,2.5,1232,1130,3,0,2007,98125
8,2100,749000,4,2.75,2700,6000,2,600,1910,98116
7,2550,492000,4,2.5,2550,6382,2,0,2007,98065
8,3260,552500,4,2.5,3260,6902,2,0,2008,98059
8,1120,653500,2,2.5,1680,1240,2,560,2014,98102
10,2030,855000,4,3.25,2630,2550,2,600,2006,98117
7,1260,333000,3,1.5,1260,5758,2,0,1999,98006
7,2550,415000,4,2.5,2550,4500,2,0,2009,98059
8,3450,445000,4,3.25,3450,5000,2,0,2008,98178
7,1550,273500,3,2.5,1550,3402,2,0,2009,98002
10,4150,969990,4,2.5,4150,8436,2,0,2014,98075
9,2650,1.20E+06,5,3.5,3900,4400,2,1250,2014,98107
8,1550,430000,3,3.25,1550,1444,3,0,2006,98115
8,2130,392000,4,2.5,2130,4000,2,0,2014,98146
9,2890,795000,4,2.5,2890,7798,2,0,2005,98006
8,1010,457000,3,2.5,1220,1330,2,210,2008,98117
9,2502,453000,4,2.5,2502,8306,2,0,2013,98001
8,1340,376000,3,2,1340,1384,3,0,2008,98103
8,2350,469995,4,2.5,2350,3800,2,0,2014,98059
8,1810,540000,3,2.5,1810,3930,2,0,2008,98053
8,3310,555000,4,2.5,3310,6500,2,0,2012,98065
7,590,445000,3,2,1620,5101,1,1030,2006,98118
9,720,256950,2,2,1070,635,2,350,2008,98106
8,2230,297000,4,2.5,2230,4952,2,0,2011,98002
8,1970,320000,4,2.5,1970,4558,2,0,2005,98038
9,3200,805000,5,4.5,4600,7810,2,1400,2006,98065
9,3110,799990,4,2.75,3110,6050,2,0,2014,98052
9,2850,680000,4,2.5,3490,3677,2,640,2007,98072
7,1600,395000,3,2.5,1600,1936,2,0,2007,98108
8,1960,732000,3,2.5,1960,3060,2,0,2010,98117
7,990,163800,2,2.5,1000,1092,2,10,2004,98118
7,990,220000,2,2.5,1000,1092,2,10,2004,98118
7,1500,308625,2,2,1500,1408,3,0,1999,98133
9,2424,375000,3,2.5,2424,5931,2,0,2014,98042
8,2303,300000,4,2.5,2303,3826,2,0,2006,98092
7,1880,284000,3,2.5,1880,6008,2,0,2009,98042
8,780,610000,2,2,1210,740,2,430,2014,98112
9,3720,955000,4,3.25,3720,6765,2,0,2012,98053
9,3610,982000,4,2.75,3610,8580,2,0,2014,98033
8,1360,359000,3,1.5,1360,885,3,0,2008,98103
8,2590,779380,5,2.5,2590,7084,2,0,2014,98052
10,4390,1.51E+06,5,3.25,4390,11250,2,0,2007,98040
8,1890,635000,3,3,2290,1407,2.5,400,2014,98027
10,3880,1.06E+06,4,3.75,3880,9979,2.5,0,2007,98029
8,1270,389500,3,2.5,1350,874,3,80,2006,98136
8,2170,359800,5,2.5,2170,2752,2,0,2014,98106
8,1296,399950,3,3,1296,1051,3,0,2009,98125
8,1140,320000,3,3.25,1530,1602,2,390,2013,98106
7,1489,255900,3,2.5,1489,3266,2,0,2014,98002
8,2130,380000,4,2.5,2130,4467,2,0,2014,98146
9,1130,580000,3,2.75,1430,1521,2,300,2009,98119
8,1430,545000,5,3.75,2380,7268,1,950,2008,98106
8,1140,451300,3,2.5,1420,814,2,280,2008,98136
9,3450,852880,4,3.25,3450,6184,2,0,2014,98074
8,1914,305000,4,2.5,1914,3150,2,0,2009,98055
7,988,295000,2,1.5,988,1080,3,0,2007,98125
7,1584,261000,3,2.25,1584,2800,2,0,2012,98002
8,2630,560000,4,2.5,2630,5710,2,0,2001,98065
9,3520,795000,4,3.25,3520,5250,2,0,2012,98053
8,2380,384950,4,2.5,2380,4913,2,0,2006,98038
8,1410,500000,3,1.75,1410,1197,3,0,2012,98103
9,3220,640000,4,3.5,3220,5741,2,0,2013,98065
8,3266,418000,4,3.25,3266,5969,2,0,2014,98023
9,2550,799000,3,2,2550,4794,2,0,2007,98115
9,3828,552900,4,3.5,3828,18900,2.5,0,2014,98001
8,1670,539950,3,2.25,1670,1596,3,0,2014,98136
9,3056,524225,4,2.5,3056,11385,2,0,2014,98001
8,1000,424950,2,1.5,1000,1188,3,0,2005,98115
8,1200,560000,3,3.25,1530,1786,2,330,2007,98117
9,3490,715000,5,3,3490,6091,2,0,2009,98011
8,2760,300000,5,2.5,2760,6000,2,0,2006,98108
7,1440,405000,3,2.5,1440,2163,2,0,2005,98029
8,1370,327000,3,3,1370,1001,3,0,2009,98133
9,3180,859950,6,4,3180,6551,2,0,2014,98074
9,2720,560000,4,3,2720,7570,2,0,2008,98133
8,1800,379900,3,2.5,1800,2792,2,0,2011,98126
9,3220,625000,3,2.5,3220,6409,2,0,2008,98059
8,2370,398096,3,2.5,2370,5321,2,0,2014,98038
7,1180,315000,3,2.5,1410,1325,2,230,2007,98106
9,3640,939000,4,3.5,3640,6049,2,0,2014,98052
9,1920,674000,3,2.5,1920,3624,2,0,2003,98052
7,2267,306000,4,2.5,2267,3577,2,0,2014,98092
11,4260,2.32E+06,5,4.75,5780,17004,2,1520,2006,98040
7,1131,394950,2,1,1131,1304,3,0,2011,98115
10,2940,914154,3,3.5,2940,6431,2,0,2014,98075
7,2180,496000,3,2.5,2180,4533,2,0,2010,98011
8,940,430100,3,2.25,1400,1078,2,460,2009,98144
8,2680,449990,4,2.5,2680,5539,2,0,2013,98045
8,2680,502000,4,2.5,2680,5539,2,0,2013,98045
7,1300,310000,3,2.5,1300,3612,2,0,2005,98118
8,2796,349950,4,3.5,2796,3520,2.5,0,2013,98001
8,1000,625000,2,1.75,1460,1500,2,460,2008,98103
9,3260,1.05E+06,4,3.5,4210,6481,2,950,2014,98075
9,2330,680000,4,2.75,2330,3920,2,0,2005,98029
9,2820,828950,4,3.5,3930,5680,2,1110,2013,98027
8,1608,274950,3,2.5,1608,4000,2,0,2014,98092
7,1610,293000,2,2.25,1610,1968,2,0,1979,98056
9,2670,795000,4,3.5,3200,3250,2,530,2007,98029
7,1710,282900,4,2.5,1710,3500,2,0,2014,98002
9,3050,909950,5,3.75,3050,8972,2,0,2014,98033
9,3560,922755,4,3.5,3560,4951,2,0,2014,98074
9,2650,424000,4,2.5,2650,8685,2,0,2006,98001
8,2590,630000,3,2.5,3490,12410,2,900,2009,98059
9,4140,810000,4,3.25,4140,46173,2,0,2007,98011
7,1670,256703,3,2,1670,4441,1,0,2014,98022
7,1720,386380,3,2.5,1720,3600,2,0,2010,98053
8,1510,485000,2,2,1510,3961,1,0,2010,98053
7,1450,275000,3,2.25,1450,4040,2,0,2010,98038
8,1812,370000,4,2.5,1812,5026,2,0,2011,98055
8,940,499950,2,2.25,1060,1208,2,120,2005,98102
8,1600,502000,3,2.5,1600,3073,3,0,2009,98144
8,1280,654000,3,3.25,1530,1565,2,250,2005,98122
9,1500,575000,4,2.25,2070,1230,3,570,2013,98116
10,3630,500000,4,2.5,3630,7482,2,0,2008,98188
8,1960,554000,3,2.5,2140,4126,2,180,2005,98027
7,1150,360000,4,1.75,2010,12188,1,860,1960,98059
8,2630,619990,4,2.75,2630,4501,2,0,2015,98028
7,2233,317500,4,2.5,2233,6025,2,0,2012,98001
7,2990,564950,4,2.75,2990,4521,2,0,2014,98028
8,1240,545000,2,1.25,1240,2150,2,0,2014,98117
7,2230,333700,3,2.5,2230,5050,2,0,2006,98042
11,2280,1.48E+06,3,3.25,3700,2264,2,1420,1998,98033
8,2290,530000,4,3,2290,5105,2,0,2012,98028
8,950,396000,2,1.5,950,865,3,0,2006,98107
7,1120,305000,2,1.75,1120,758,2,0,2012,98027
7,2420,380000,5,3.5,2420,4670,2,0,2013,98118
8,1714,305000,4,2.5,1714,3250,2,0,2010,98055
7,2230,440000,4,2.5,2230,5650,2,0,2011,98056
7,2530,459000,4,3,2530,10000,2,0,2013,98148
8,1160,530000,3,3.5,1550,1233,2,390,2005,98122
8,3110,600000,4,2.75,3110,11225,2,0,2012,98059
8,1660,515000,3,3,2100,2409,2,440,2008,98144
8,2150,275000,4,2.5,2150,3721,2,0,2007,98002
8,1020,540000,3,1.75,1630,1404,2,610,2014,98107
7,2230,445000,3,2.5,2230,7934,2,0,2005,98065
7,1320,285000,3,2.5,1320,955,3,0,2009,98106
8,1060,480000,3,2.5,1590,1431,2,530,2010,98144
8,2080,440000,5,3.25,2610,3642,2,530,2005,98118
7,1440,287450,3,2.5,1440,2500,2,0,2008,98146
9,2630,507950,4,2.5,2630,6283,2,0,2006,98059
10,3040,750000,3,3.5,3390,10078,2,350,2012,98056
8,1400,425000,3,1.5,1400,1022,3,0,2007,98115
8,1520,420000,3,3.5,1900,2133,2,380,2009,98126
8,1270,394950,3,2.5,1350,1250,3,80,2006,98136
9,3030,635000,4,3.25,3420,6752,2,390,2012,98065
7,1330,513000,3,2.5,2150,161607,2,820,1995,98038
8,2110,380000,4,2.5,2110,5306,2,0,2012,98038
10,2680,1.13E+06,4,3.25,3810,8519,1,1130,2007,98033
8,2090,540000,5,3,2870,4369,2,780,2007,98011
7,1150,352499,2,2.25,1240,705,2,90,2009,98027
9,2370,603000,4,3.5,3610,6345,2,1240,2008,98058
9,2310,685000,4,2.5,2310,5100,2,0,2013,98177
7,1200,330675,4,3,1930,3031,1,730,2006,98019
7,1140,275000,3,3,1390,1080,2,250,2006,98118
7,1578,259950,3,2.5,1578,7340,2,0,2010,98030
9,1720,441000,3,2,1720,15000,1,0,2011,98014
10,2930,1.14E+06,5,3.75,4700,11237,2,1770,2006,98033
8,1680,590000,3,3.5,1970,5079,2,290,2007,98144
8,1050,497000,3,2.25,1460,1353,2,410,2012,98116
8,1930,345500,3,2.5,1930,4000,2,0,2014,98001
8,1000,562500,3,2.25,1300,907,2,300,2006,98102
7,1300,355000,3,2.25,1445,1087,2,145,2005,98027
9,860,345000,2,2.25,860,696,2,0,2009,98118
9,3040,478000,3,2.5,3040,4535,2,0,2007,98056
9,2424,391500,3,2.5,2424,6143,2,0,2014,98030
7,1084,265000,2,1.5,1084,3427,2,0,1976,98125
8,2510,395000,3,2.5,2510,5320,2,0,2005,98106
7,1220,286308,2,1.5,1220,1036,3,0,2006,98133
7,1080,370000,2,2.25,1280,835,2,200,2009,98118
9,2860,1.08E+06,5,3.5,3740,5610,2,880,2014,98117
7,1852,298900,3,2.5,1852,4000,2,0,2014,98002
9,2580,775000,4,2.5,2580,5787,2,0,2007,98029
9,3190,790000,4,3.5,3190,31450,2,0,2010,98027
8,2300,1.05E+06,3,2.5,3400,5119,2,1100,2014,98115
7,1090,249000,2,1.5,1090,2686,2,0,1982,98034
8,2360,348000,3,2,2360,6145,1,0,2011,98030
8,2460,358000,5,2.5,2460,5604,2,0,2011,98038
7,2025,260000,5,2.5,2025,7760,2,0,2007,98001
9,3400,765000,4,3,4410,5104,2,1010,2006,98065
9,2810,739000,3,2.5,2810,5400,2,0,2005,98052
10,3200,890000,5,3.5,4490,6000,2,1290,2006,98027
9,3070,462000,4,2.5,3070,6432,2,0,2006,98055
8,1564,380000,4,2.5,1984,32400,1,420,1962,98198
10,3350,770000,5,3.5,4750,8234,2,1400,2013,98198
8,1900,641000,4,3.25,2760,4104,2,860,2014,98056
10,3940,2.30E+06,4,4,4360,8175,2.5,420,2007,98008
8,3060,369000,4,2.5,3060,27251,1.5,0,2008,98022
9,2180,1.11E+06,4,3,2770,2650,2,590,2014,98109
8,2990,357000,5,2.5,2990,9240,2,0,2015,98133
8,1230,650000,3,2.75,1540,1251,2,310,2002,98102
8,1400,563500,3,2.5,1400,1312,3.5,0,2007,98103
7,1680,345000,3,2.5,1680,2229,2,0,2007,98155
9,2260,479950,3,2,2260,7163,1,0,2012,98058
9,3400,660000,4,3.5,3400,5196,2,0,2012,98065
9,2760,800000,4,2.5,2930,5000,2,170,2007,98006
7,1239,253101,3,2,1239,6036,1,0,2009,98030
9,1450,555000,3,3.5,2100,2479,2,650,2011,98118
7,1200,240000,4,1,1200,2171,1.5,0,1933,98133
7,1200,380000,4,1,1200,2171,1.5,0,1933,98133
7,680,239000,2,1.5,680,772,2,0,2005,98103
9,2060,760000,4,3.25,2690,3995,2,630,2014,98136
8,2750,430000,4,2.5,2750,7200,2,0,2011,98019
8,2450,660000,3,2.5,2450,4332,2,0,2010,98053
8,2620,399963,4,2.5,2620,4050,2,0,2014,98146
9,800,411000,2,2,1130,1148,2,330,2007,98122
8,2790,483453,4,2.75,2790,5527,2,0,2014,98045
9,1820,469950,3,2,1820,1357,3,0,2014,98126
8,2910,504058,4,2.75,2910,7467,2,0,2013,98045
9,2568,425996,4,2.5,2568,5000,2,0,2014,98092
9,3090,760005,4,2.75,3090,5859,2,0,2010,98074
8,950,699999,2,2,1460,1085,2,510,2014,98112
8,1340,749950,3,2.5,2010,2263,2,670,2014,98122
8,2610,674600,4,2.5,2610,5140,2,0,2006,98103
8,920,450000,2,1.5,960,1000,2,40,2008,98103
7,1528,272000,3,2.5,1528,7616,2,0,2011,98030
8,1120,450000,2,1.5,1310,1264,2,190,2006,98106
9,1760,643950,3,2.25,1760,2122,3,0,2015,98116
8,1310,290000,3,2.5,1420,3542,2,110,2007,98133
8,1650,378000,3,2.5,1650,2082,3,0,2007,98133
8,2320,728050,3,2.5,2320,6775,1,0,2008,98053
9,2628,499160,4,2.5,2628,11466,2,0,2014,98001
8,2520,536000,4,2.5,2520,4831,2,0,2009,98072
8,2260,419900,5,3.5,2880,5000,2,620,2012,98038
7,1440,469000,3,2.25,1440,1362,3,0,2014,98117
9,2185,374000,3,2.5,2185,6042,2,0,2009,98030
7,1500,182568,4,1.5,1500,2106,2,0,2014,98108
9,1769,334888,3,2.5,1769,7324,2,0,2012,98092
9,3330,799900,4,4,3650,18223,2,320,2013,98006
8,2160,383000,4,2.5,2160,6223,2,0,2010,98038
7,1820,580000,3,2.5,1820,374616,2,0,1999,98014
8,2370,351999,3,2.5,2370,4200,2,0,2014,98038
11,2240,1.33E+06,3,3,3180,2758,2,940,2008,98109
8,1780,312000,3,2.5,1780,4077,2,0,2011,98038
8,2230,674950,4,3.5,2650,3127,2,420,2011,98027
10,3300,1.11E+06,5,2.75,3300,7560,2,0,2007,98052
8,1160,415000,2,2.5,1160,1219,3,0,2007,98107
10,2850,1.25E+06,3,3,3460,5353,2,610,2007,98116
7,1390,208800,3,2.5,1390,2450,2,0,2009,98118
8,1260,452000,2,2.5,1260,1131,3,0,2006,98107
8,2760,837000,5,2.75,2940,5225,2,180,2010,98052
8,2430,780000,5,3.5,3190,4247,2,760,2013,98052
10,3310,1.49E+06,4,3.5,3930,6120,2,620,2007,98105
10,3570,1.60E+06,5,3.75,3570,10125,2,0,2014,98040
8,2420,369946,3,2.5,2420,4725,2,0,2014,98038
9,2470,530000,3,2.75,3400,7200,2,930,2009,98056
8,2478,386000,4,2.5,2478,6079,2,0,2012,98030
11,1970,1.90E+06,4,2.5,3070,7830,2,1100,2009,98144
9,2500,735000,4,3.5,3200,7605,2,700,2013,98198
10,4430,1.75E+06,5,3.25,5790,12739,2,1360,2014,98006
8,1590,489950,3,2.25,1590,926,3,0,2014,98136
8,1440,357500,3,3,1730,1442,2,290,2008,98106
8,2303,329995,4,2.5,2303,3680,2,0,2013,98001
8,1790,414000,3,2.5,1790,3754,2,0,2013,98065
8,1720,533500,3,3.5,2490,3517,2,770,2005,98027
9,2669,402395,4,2.5,2669,5385,2,0,2014,98092
10,2160,725000,4,3.25,2610,2552,2,450,2008,98027
11,4040,1.28E+06,6,5.25,6160,27490,2,2120,2007,98074
8,1290,239800,2,1.75,1290,1493,2,0,2014,98106
8,2810,616950,5,3.5,3560,5008,2,750,2013,98106
11,3400,1.26E+06,4,3.25,4360,6000,2,960,2007,98027
8,1080,435000,3,2.25,1230,1238,2,150,2009,98199
10,3640,925000,4,3.25,3640,60086,2,0,2005,98074
8,1780,631500,2,2.5,1780,2493,3,0,1981,98107
8,1140,399995,3,1.5,1140,1069,3,0,2005,98103
8,1270,369950,3,2,1270,1320,3,0,2006,98103
8,2180,475000,5,3.5,2780,3583,2,600,2005,98059
8,1912,353000,4,2.5,1912,5000,2,0,2012,98001
8,2300,329950,4,2.5,2300,9690,2,0,2006,98023
8,2828,367000,3,2.5,2828,4050,2,0,2013,98030
9,2425,447500,4,2.5,2425,9017,2,0,2013,98001
9,2760,595000,4,3.25,3730,4560,2,970,2015,98103
7,730,325000,1,1,730,1942,1,0,2009,98144
9,1780,690000,2,2.5,1990,1756,3,210,2005,98102
8,880,329950,3,2.5,1300,812,2,420,2008,98144
8,2560,399500,4,2.5,2560,7492,2,0,2014,98188
8,2450,555000,5,2.5,2450,5047,2,0,2007,98011
8,1100,427000,2,1.5,1440,725,2,340,2011,98126
8,1140,375000,3,2.25,1140,1557,3,0,2007,98103
8,930,499000,2,1.5,1110,957,2,180,2005,98119
8,2620,750000,3,2.5,2620,43832,2,0,2013,98053
8,1410,336900,3,2.5,1690,1200,2,280,2014,98106
8,1950,555000,2,2.75,1950,1610,3,0,2009,98144
10,3530,1.28E+06,4,3.5,3530,8126,2,0,2007,98033
9,2290,999950,4,3.5,3310,4684,2,1020,2014,98116
10,2620,975000,5,3,2620,5477,2,0,2009,98115
8,1350,299000,3,2.25,1350,3582,2,0,2010,98031
8,1446,479000,2,2.5,1741,1439,2,295,2007,98034
8,1650,428000,3,2.5,1650,2201,3,0,2007,98133
7,1890,409000,3,2.5,1890,6500,2,0,2012,98074
9,1610,798500,3,3,1950,1833,3,340,2009,98004
9,3390,689000,4,3.5,4490,5805,2,1100,2006,98065
7,3206,375000,6,2.25,3206,5793,2,0,2012,98032
10,4130,775000,4,3.5,4130,77832,2,0,2011,98042
8,2800,639983,5,3,2800,5700,2,0,2014,98059
7,1984,300000,4,3,1984,4419,2,0,2010,98002
9,2750,627000,4,2.5,2750,11830,2,0,2014,98059
7,1740,275000,3,2.75,1740,5757,1,0,2010,98022
8,1800,352800,4,2.25,1800,2752,2,0,2014,98106
8,1540,565000,3,2.25,1540,1005,3,0,2008,98103
9,1610,765000,4,2.25,2030,2222,2,420,2015,98117
9,3310,644000,4,2.5,3310,4839,2,0,2007,98072
8,1270,461000,3,1.5,1270,1416,3,0,2007,98115
8,2406,270500,5,2.5,2406,7093,2,0,2006,98001
9,1540,640000,2,2.25,1540,965,3,0,2007,98122
9,2820,457000,4,2.5,2820,6983,2,0,2013,98001
7,2540,355000,5,2.5,2540,5100,2,0,2014,98168
8,1230,356000,2,2.25,1230,989,3,0,2007,98103
8,1900,425000,4,2.5,1900,2766,2,0,2014,98106
8,2920,562500,5,2.75,2920,6327,2,0,2007,98059
8,940,460000,3,2.5,1450,1053,2,510,2008,98107
10,3500,790000,4,3,5370,69848,2,1870,2005,98042
8,1270,401000,3,2,1270,1333,3,0,2006,98103
9,2550,1.10E+06,3,2.5,2550,5100,2,0,2014,98115
9,3070,850000,4,3,3070,7150,2,0,2007,98052
7,1450,274500,3,2.25,1450,4050,2,0,2010,98038
10,4230,1.94E+06,5,3.5,4230,16526,2,0,2008,98004
9,3480,808000,4,2.5,3480,6262,2,0,2003,98053
7,1220,312000,3,2.25,1490,974,2,270,2009,98106
8,1200,320000,3,2.25,1200,1400,3,0,2005,98133
8,2150,410000,3,2.5,2150,4332,2,0,2013,98019
10,3690,725000,3,3.5,3690,8837,2,0,2001,98065
7,1900,335000,4,2.5,1900,3301,2,0,2007,98178
8,1320,519990,4,3.25,1690,1321,2,370,2014,98052
8,2790,533112,4,2.75,2790,8853,2,0,2013,98045
7,1936,274900,3,2,1936,6612,2,0,2014,98001
7,1150,325000,2,2.25,1150,711,2,0,2013,98027
7,2040,350000,4,2.5,2040,22653,2,0,2011,98168
9,2470,550000,4,2.5,2470,7539,2,0,2006,98028
8,1890,311850,4,2.5,1890,4158,2,0,2014,98042
8,1419,526000,3,2.5,1626,1583,2.5,207,2007,98122
8,2250,375000,4,2.5,2250,5306,2,0,2012,98038
7,1160,299999,3,2.25,1350,1234,2,190,2007,98106
8,1200,436000,3,2.5,1460,1238,2,260,2008,98107
7,2056,303000,3,2.5,2056,3564,2,0,2014,98092
8,1040,525000,2,2.5,1160,1458,2,120,2012,98119
